Material,Material Text,Node,Available Supply,Projected_Shortage_Qty,Need_in_days,daily_shortage_cost,Demand
11764,Example Material-11764,1100,7781,262060,5,1000,269841
11764,Example Material-11764,1415,647197,0,0,1000,172704
11764,Example Material-11764,1645,790344,0,0,1000,392635
11765,Example Material-11765,1020,341521,0,0,1000,261668
11765,Example Material-11765,1100,202010,155670,19,1000,357680
11765,Example Material-11765,1415,914258,0,0,1000,90817
11765,Example Material-11765,1645,503754,0,0,1000,236223
11766,Example Material-11766,1020,150641,0,0,1000,120721
11766,Example Material-11766,1100,729088,0,0,1000,300565
11766,Example Material-11766,1415,404418,0,0,1000,179286
11766,Example Material-11766,1645,192903,133734,16,1000,326637
11767,Example Material-11767,1020,543456,0,0,1000,86838
11767,Example Material-11767,1100,899820,0,0,1000,49156
11767,Example Material-11767,1415,251364,0,0,1000,167427
11767,Example Material-11767,1645,71087,0,0,1000,70475
11768,Example Material-11768,1020,906219,0,0,1000,323539
11768,Example Material-11768,1100,45266,0,0,1000,20421
11768,Example Material-11768,1415,413687,0,0,1000,3626
11768,Example Material-11768,1645,171481,40376,2,1000,211857
11769,Example Material-11769,1020,562372,0,0,1000,143164
11769,Example Material-11769,1100,349259,0,0,1000,114023
11769,Example Material-11769,1415,564139,0,0,1000,52137
11769,Example Material-11769,1645,11932,132895,1,1000,144827
11770,Example Material-11770,1020,854388,0,0,1000,53433
11770,Example Material-11770,1100,51951,129798,8,1000,181749
11770,Example Material-11770,1415,140886,0,0,1000,62974
11770,Example Material-11770,1645,687481,0,0,1000,208389
11771,Example Material-11771,1020,812326,0,0,1000,241706
11771,Example Material-11771,1100,804648,0,0,1000,186890
11771,Example Material-11771,1415,52044,243336,19,1000,295380
11771,Example Material-11771,1645,172452,195101,3,1000,367553
11772,Example Material-11772,1020,406906,0,0,1000,289540
11772,Example Material-11772,1100,418847,0,0,1000,374440
11772,Example Material-11772,1415,32569,115753,5,1000,148322
11772,Example Material-11772,1645,784101,0,0,1000,185970
11773,Example Material-11773,1020,874331,0,0,1000,242370
11773,Example Material-11773,1100,512646,0,0,1000,351136
11773,Example Material-11773,1415,500021,0,0,1000,353952
11773,Example Material-11773,1645,470156,0,0,1000,119292
11774,Example Material-11774,1020,636258,0,0,1000,22724
11774,Example Material-11774,1100,567429,0,0,1000,304375
11774,Example Material-11774,1415,152854,77695,12,1000,230549
11774,Example Material-11774,1645,867649,0,0,1000,361350
11775,Example Material-11775,1020,125578,225156,6,1000,350734
11775,Example Material-11775,1100,832999,0,0,1000,78455
11775,Example Material-11775,1415,243616,0,0,1000,243138
11775,Example Material-11775,1645,965932,0,0,1000,219561
11776,Example Material-11776,1020,459355,0,0,1000,172073
11776,Example Material-11776,1100,764655,0,0,1000,310689
11776,Example Material-11776,1415,572763,0,0,1000,71060
11776,Example Material-11776,1645,91312,290142,12,1000,381454
11777,Example Material-11777,1020,451976,0,0,1000,91368
11777,Example Material-11777,1100,762192,0,0,1000,316068
11777,Example Material-11777,1415,997486,0,0,1000,252795
11777,Example Material-11777,1645,440725,0,0,1000,130172
11778,Example Material-11778,1020,114403,174208,10,1000,288611
11778,Example Material-11778,1100,10949,290522,20,1000,301471
11778,Example Material-11778,1415,720694,0,0,1000,199348
11778,Example Material-11778,1645,423433,0,0,1000,44053
11779,Example Material-11779,1020,70043,0,0,1000,1369
11779,Example Material-11779,1100,847057,0,0,1000,209130
11779,Example Material-11779,1415,211054,108536,24,1000,319590
11779,Example Material-11779,1645,450176,0,0,1000,319692
11780,Example Material-11780,1020,665518,0,0,1000,146678
11780,Example Material-11780,1100,149205,182334,2,1000,331539
11780,Example Material-11780,1415,424695,0,0,1000,304322
11780,Example Material-11780,1645,706612,0,0,1000,287921
11781,Example Material-11781,1020,911953,0,0,1000,312047
11781,Example Material-11781,1100,517273,0,0,1000,322550
11781,Example Material-11781,1415,25275,192496,3,1000,217771
11781,Example Material-11781,1645,481505,0,0,1000,278771
11782,Example Material-11782,1020,928317,0,0,1000,306517
11782,Example Material-11782,1100,48994,206631,27,1000,255625
11782,Example Material-11782,1415,757756,0,0,1000,263913
11782,Example Material-11782,1645,983422,0,0,1000,5427
11783,Example Material-11783,1020,351886,0,0,1000,272400
11783,Example Material-11783,1100,582191,0,0,1000,322958
11783,Example Material-11783,1415,522365,0,0,1000,152321
11783,Example Material-11783,1645,784580,0,0,1000,264325
11784,Example Material-11784,1020,111644,0,0,1000,54522
11784,Example Material-11784,1100,880782,0,0,1000,232142
11784,Example Material-11784,1415,498960,0,0,1000,202655
11784,Example Material-11784,1645,262736,0,0,1000,191219
11785,Example Material-11785,1020,336762,0,0,1000,127486
11785,Example Material-11785,1100,833485,0,0,1000,331791
11785,Example Material-11785,1415,22683,28847,20,1000,51530
11785,Example Material-11785,1645,388092,0,0,1000,282243
11786,Example Material-11786,1020,347577,0,0,1000,10772
11786,Example Material-11786,1100,482514,0,0,1000,397957
11786,Example Material-11786,1415,355364,41667,11,1000,397031
11786,Example Material-11786,1645,676298,0,0,1000,222244
11787,Example Material-11787,1020,190231,0,0,1000,102278
11787,Example Material-11787,1100,932867,0,0,1000,247136
11787,Example Material-11787,1415,164095,143373,8,1000,307468
11787,Example Material-11787,1645,38827,40987,18,1000,79814
11788,Example Material-11788,1020,680237,0,0,1000,235859
11788,Example Material-11788,1100,8017,127595,12,1000,135612
11788,Example Material-11788,1415,96646,232867,20,1000,329513
11788,Example Material-11788,1645,627731,0,0,1000,62083
11789,Example Material-11789,1020,762730,0,0,1000,36894
11789,Example Material-11789,1100,357570,0,0,1000,81700
11789,Example Material-11789,1415,124507,164427,12,1000,288934
11789,Example Material-11789,1645,920037,0,0,1000,312442
11790,Example Material-11790,1020,749355,0,0,1000,388872
11790,Example Material-11790,1100,303856,0,0,1000,147590
11790,Example Material-11790,1415,925210,0,0,1000,186398
11790,Example Material-11790,1645,553807,0,0,1000,354674
11791,Example Material-11791,1020,278239,0,0,1000,122830
11791,Example Material-11791,1100,133193,0,0,1000,108110
11791,Example Material-11791,1415,796244,0,0,1000,218030
11791,Example Material-11791,1645,561756,0,0,1000,334254
11792,Example Material-11792,1020,895762,0,0,1000,392164
11792,Example Material-11792,1100,34792,62688,7,1000,97480
11792,Example Material-11792,1415,597078,0,0,1000,199408
11792,Example Material-11792,1645,89576,0,0,1000,31418
11793,Example Material-11793,1020,110417,194578,2,1000,304995
11793,Example Material-11793,1100,61490,0,0,1000,53249
11793,Example Material-11793,1415,923958,0,0,1000,377920
11793,Example Material-11793,1645,622626,0,0,1000,25896
11794,Example Material-11794,1020,827030,0,0,1000,74604
11794,Example Material-11794,1100,420772,0,0,1000,192988
11794,Example Material-11794,1415,58038,120414,10,1000,178452
11794,Example Material-11794,1645,947571,0,0,1000,234283
11795,Example Material-11795,1020,809205,0,0,1000,76052
11795,Example Material-11795,1100,667681,0,0,1000,150156
11795,Example Material-11795,1415,970912,0,0,1000,211091
11795,Example Material-11795,1645,700960,0,0,1000,206985
11796,Example Material-11796,1020,765394,0,0,1000,171911
11796,Example Material-11796,1100,577121,0,0,1000,222708
11796,Example Material-11796,1415,276326,0,0,1000,131826
11796,Example Material-11796,1645,704875,0,0,1000,84411
11797,Example Material-11797,1020,398451,0,0,1000,313875
11797,Example Material-11797,1100,338379,0,0,1000,13399
11797,Example Material-11797,1415,784114,0,0,1000,353747
11797,Example Material-11797,1645,719968,0,0,1000,34667
11798,Example Material-11798,1020,784553,0,0,1000,122073
11798,Example Material-11798,1100,959273,0,0,1000,289590
11798,Example Material-11798,1415,744060,0,0,1000,349394
11798,Example Material-11798,1645,559016,0,0,1000,111353
11799,Example Material-11799,1020,380002,0,0,1000,249220
11799,Example Material-11799,1100,883959,0,0,1000,278489
11799,Example Material-11799,1415,390251,0,0,1000,49266
11799,Example Material-11799,1645,70778,323290,15,1000,394068
11800,Example Material-11800,1020,655458,0,0,1000,78614
11800,Example Material-11800,1100,178998,219962,24,1000,398960
11800,Example Material-11800,1415,729866,0,0,1000,45094
11800,Example Material-11800,1645,55969,159950,9,1000,215919
11801,Example Material-11801,1020,422410,0,0,1000,255814
11801,Example Material-11801,1100,538239,0,0,1000,153820
11801,Example Material-11801,1415,689470,0,0,1000,224198
11801,Example Material-11801,1645,580051,0,0,1000,190661
11802,Example Material-11802,1020,674966,0,0,1000,19518
11802,Example Material-11802,1100,790381,0,0,1000,309237
11802,Example Material-11802,1415,761321,0,0,1000,73062
11802,Example Material-11802,1645,310590,0,0,1000,210696
11803,Example Material-11803,1020,660401,0,0,1000,394293
11803,Example Material-11803,1100,668532,0,0,1000,22731
11803,Example Material-11803,1415,325441,0,0,1000,279335
11803,Example Material-11803,1645,299541,0,0,1000,285292
11804,Example Material-11804,1020,960001,0,0,1000,398422
11804,Example Material-11804,1100,330815,0,0,1000,205117
11804,Example Material-11804,1415,236438,127274,5,1000,363712
11804,Example Material-11804,1645,996536,0,0,1000,156558
11805,Example Material-11805,1020,435451,0,0,1000,276094
11805,Example Material-11805,1100,925583,0,0,1000,337562
11805,Example Material-11805,1415,626415,0,0,1000,187478
11805,Example Material-11805,1645,111743,20183,2,1000,131926
11806,Example Material-11806,1020,751527,0,0,1000,104225
11806,Example Material-11806,1100,372050,17352,20,1000,389402
11806,Example Material-11806,1415,549081,0,0,1000,217889
11806,Example Material-11806,1645,388622,0,0,1000,24050
11807,Example Material-11807,1020,359096,0,0,1000,151217
11807,Example Material-11807,1100,305366,0,0,1000,54506
11807,Example Material-11807,1415,556752,0,0,1000,197005
11807,Example Material-11807,1645,157672,0,0,1000,103155
11808,Example Material-11808,1020,886658,0,0,1000,380011
11808,Example Material-11808,1100,363955,0,0,1000,274385
11808,Example Material-11808,1415,585331,0,0,1000,42698
11808,Example Material-11808,1645,468657,0,0,1000,262433
11809,Example Material-11809,1020,413600,0,0,1000,296800
11809,Example Material-11809,1100,348272,39078,18,1000,387350
11809,Example Material-11809,1415,872562,0,0,1000,168173
11809,Example Material-11809,1645,333207,0,0,1000,254476
11810,Example Material-11810,1020,306837,0,0,1000,155653
11810,Example Material-11810,1100,520704,0,0,1000,242213
11810,Example Material-11810,1415,962845,0,0,1000,359710
11810,Example Material-11810,1645,633210,0,0,1000,15609
11811,Example Material-11811,1020,925784,0,0,1000,61632
11811,Example Material-11811,1100,589022,0,0,1000,87035
11811,Example Material-11811,1415,210290,113151,8,1000,323441
11811,Example Material-11811,1645,804612,0,0,1000,112377
11812,Example Material-11812,1020,108107,119298,5,1000,227405
11812,Example Material-11812,1100,382819,0,0,1000,287262
11812,Example Material-11812,1415,362795,0,0,1000,27373
11812,Example Material-11812,1645,947646,0,0,1000,312941
11813,Example Material-11813,1020,373840,0,0,1000,127825
11813,Example Material-11813,1100,88224,283309,11,1000,371533
11813,Example Material-11813,1415,311427,0,0,1000,207430
11813,Example Material-11813,1645,929207,0,0,1000,176349
11814,Example Material-11814,1020,910008,0,0,1000,135868
11814,Example Material-11814,1100,23623,266627,21,1000,290250
11814,Example Material-11814,1415,984356,0,0,1000,76106
11814,Example Material-11814,1645,163047,101255,7,1000,264302
11815,Example Material-11815,1020,201220,0,0,1000,111666
11815,Example Material-11815,1100,722404,0,0,1000,56779
11815,Example Material-11815,1415,558464,0,0,1000,178728
11815,Example Material-11815,1645,91523,214608,13,1000,306131
11816,Example Material-11816,1020,788758,0,0,1000,105376
11816,Example Material-11816,1100,778061,0,0,1000,120179
11816,Example Material-11816,1415,934665,0,0,1000,394188
11816,Example Material-11816,1645,857914,0,0,1000,251779
11817,Example Material-11817,1020,488909,0,0,1000,291744
11817,Example Material-11817,1100,272734,0,0,1000,183821
11817,Example Material-11817,1415,490519,0,0,1000,324093
11817,Example Material-11817,1645,669442,0,0,1000,327349
11818,Example Material-11818,1020,732633,0,0,1000,136050
11818,Example Material-11818,1100,143715,0,0,1000,24368
11818,Example Material-11818,1415,948482,0,0,1000,252813
11818,Example Material-11818,1645,206010,40039,28,1000,246049
11819,Example Material-11819,1020,331489,0,0,1000,228355
11819,Example Material-11819,1100,692016,0,0,1000,199833
11819,Example Material-11819,1415,949890,0,0,1000,153012
11819,Example Material-11819,1645,119147,33329,5,1000,152476
11820,Example Material-11820,1020,518085,0,0,1000,321770
11820,Example Material-11820,1100,619780,0,0,1000,72574
11820,Example Material-11820,1415,391029,0,0,1000,121154
11820,Example Material-11820,1645,630979,0,0,1000,44573
11821,Example Material-11821,1020,801524,0,0,1000,370534
11821,Example Material-11821,1100,956122,0,0,1000,303752
11821,Example Material-11821,1415,312394,0,0,1000,113906
11821,Example Material-11821,1645,798059,0,0,1000,322914
11822,Example Material-11822,1020,927828,0,0,1000,222479
11822,Example Material-11822,1100,989468,0,0,1000,131377
11822,Example Material-11822,1415,25804,76686,4,1000,102490
11822,Example Material-11822,1645,448753,0,0,1000,72919
11823,Example Material-11823,1020,296174,0,0,1000,77737
11823,Example Material-11823,1100,699514,0,0,1000,126201
11823,Example Material-11823,1415,868570,0,0,1000,335245
11823,Example Material-11823,1645,835281,0,0,1000,200203
11824,Example Material-11824,1020,923628,0,0,1000,342990
11824,Example Material-11824,1100,315436,0,0,1000,208764
11824,Example Material-11824,1415,875856,0,0,1000,352748
11824,Example Material-11824,1645,814594,0,0,1000,292589
11825,Example Material-11825,1020,125201,124139,8,1000,249340
11825,Example Material-11825,1100,747358,0,0,1000,267821
11825,Example Material-11825,1415,803811,0,0,1000,232831
11825,Example Material-11825,1645,694123,0,0,1000,394168
11826,Example Material-11826,1020,4869,325092,1,1000,329961
11826,Example Material-11826,1100,876699,0,0,1000,308304
11826,Example Material-11826,1415,6912,185120,10,1000,192032
11826,Example Material-11826,1645,722334,0,0,1000,71991
11827,Example Material-11827,1020,765317,0,0,1000,123829
11827,Example Material-11827,1100,206162,0,0,1000,100772
11827,Example Material-11827,1415,662832,0,0,1000,216373
11827,Example Material-11827,1645,180203,0,0,1000,112940
11828,Example Material-11828,1020,504728,0,0,1000,332402
11828,Example Material-11828,1100,717139,0,0,1000,202977
11828,Example Material-11828,1415,638072,0,0,1000,94163
11828,Example Material-11828,1645,328810,60202,30,1000,389012
11829,Example Material-11829,1020,307714,89600,20,1000,397314
11829,Example Material-11829,1100,357730,0,0,1000,145887
11829,Example Material-11829,1415,655498,0,0,1000,193782
11829,Example Material-11829,1645,513016,0,0,1000,6191
11830,Example Material-11830,1020,111401,128758,8,1000,240159
11830,Example Material-11830,1100,930384,0,0,1000,109499
11830,Example Material-11830,1415,34734,203773,7,1000,238507
11830,Example Material-11830,1645,664629,0,0,1000,108321
11831,Example Material-11831,1020,559294,0,0,1000,101601
11831,Example Material-11831,1100,104404,0,0,1000,10440
11831,Example Material-11831,1415,75799,250463,7,1000,326262
11831,Example Material-11831,1645,232120,0,0,1000,138512
11832,Example Material-11832,1020,63939,192241,14,1000,256180
11832,Example Material-11832,1100,646416,0,0,1000,335928
11832,Example Material-11832,1415,347156,0,0,1000,35716
11832,Example Material-11832,1645,189064,0,0,1000,164059
11833,Example Material-11833,1020,73256,176897,1,1000,250153
11833,Example Material-11833,1100,13121,33916,7,1000,47037
11833,Example Material-11833,1415,904136,0,0,1000,164038
11833,Example Material-11833,1645,589765,0,0,1000,119487
11834,Example Material-11834,1020,461674,0,0,1000,117731
11834,Example Material-11834,1100,825237,0,0,1000,214485
11834,Example Material-11834,1415,582722,0,0,1000,66668
11834,Example Material-11834,1645,837943,0,0,1000,330819
11835,Example Material-11835,1020,339885,0,0,1000,218600
11835,Example Material-11835,1100,461833,0,0,1000,183395
11835,Example Material-11835,1415,476672,0,0,1000,41904
11835,Example Material-11835,1645,379567,0,0,1000,258745
11836,Example Material-11836,1020,807053,0,0,1000,244231
11836,Example Material-11836,1100,576421,0,0,1000,314530
11836,Example Material-11836,1415,853703,0,0,1000,206501
11836,Example Material-11836,1645,419992,0,0,1000,248475
11837,Example Material-11837,1020,987099,0,0,1000,84305
11837,Example Material-11837,1100,616556,0,0,1000,43479
11837,Example Material-11837,1415,413200,0,0,1000,182178
11837,Example Material-11837,1645,555172,0,0,1000,75926
11838,Example Material-11838,1020,459295,0,0,1000,102047
11838,Example Material-11838,1100,380719,0,0,1000,74342
11838,Example Material-11838,1415,82411,303771,21,1000,386182
11838,Example Material-11838,1645,973013,0,0,1000,357795
11839,Example Material-11839,1020,200606,138158,26,1000,338764
11839,Example Material-11839,1100,151279,0,0,1000,21758
11839,Example Material-11839,1415,72510,84875,5,1000,157385
11839,Example Material-11839,1645,998631,0,0,1000,250162
11840,Example Material-11840,1020,96408,210211,11,1000,306619
11840,Example Material-11840,1100,627716,0,0,1000,46685
11840,Example Material-11840,1415,677966,0,0,1000,171226
11840,Example Material-11840,1645,638794,0,0,1000,107111
11841,Example Material-11841,1020,659550,0,0,1000,358487
11841,Example Material-11841,1100,191513,45828,17,1000,237341
11841,Example Material-11841,1415,398696,0,0,1000,352712
11841,Example Material-11841,1645,901443,0,0,1000,201062
11842,Example Material-11842,1020,114286,42428,30,1000,156714
11842,Example Material-11842,1100,307473,0,0,1000,282388
11842,Example Material-11842,1415,121673,146040,20,1000,267713
11842,Example Material-11842,1645,257269,82136,7,1000,339405
11843,Example Material-11843,1020,707153,0,0,1000,292296
11843,Example Material-11843,1100,807567,0,0,1000,345903
11843,Example Material-11843,1415,302911,0,0,1000,157547
11843,Example Material-11843,1645,548628,0,0,1000,32203
11844,Example Material-11844,1020,115341,0,0,1000,36392
11844,Example Material-11844,1100,876710,0,0,1000,358838
11844,Example Material-11844,1415,143795,123772,6,1000,267567
11844,Example Material-11844,1645,223623,138933,26,1000,362556
11845,Example Material-11845,1020,430545,0,0,1000,139587
11845,Example Material-11845,1100,762101,0,0,1000,268376
11845,Example Material-11845,1415,5462,182510,25,1000,187972
11845,Example Material-11845,1645,757202,0,0,1000,296092
11846,Example Material-11846,1020,84322,0,0,1000,3881
11846,Example Material-11846,1100,163469,0,0,1000,73381
11846,Example Material-11846,1415,666222,0,0,1000,39770
11846,Example Material-11846,1645,533104,0,0,1000,79249
11847,Example Material-11847,1020,469664,0,0,1000,284637
11847,Example Material-11847,1100,273295,56944,21,1000,330239
11847,Example Material-11847,1415,61872,170208,21,1000,232080
11847,Example Material-11847,1645,764265,0,0,1000,321664
11848,Example Material-11848,1020,738696,0,0,1000,215012
11848,Example Material-11848,1100,480620,0,0,1000,14865
11848,Example Material-11848,1415,106589,124794,2,1000,231383
11848,Example Material-11848,1645,865074,0,0,1000,364771
11849,Example Material-11849,1020,563508,0,0,1000,280526
11849,Example Material-11849,1100,177924,0,0,1000,88949
11849,Example Material-11849,1415,593127,0,0,1000,88776
11849,Example Material-11849,1645,947717,0,0,1000,365499
11850,Example Material-11850,1020,608565,0,0,1000,80495
11850,Example Material-11850,1100,447833,0,0,1000,103098
11850,Example Material-11850,1415,702420,0,0,1000,382442
11850,Example Material-11850,1645,955615,0,0,1000,284084
11851,Example Material-11851,1020,182143,135308,1,1000,317451
11851,Example Material-11851,1100,484874,0,0,1000,248227
11851,Example Material-11851,1415,423677,0,0,1000,16245
11851,Example Material-11851,1645,80368,146905,20,1000,227273
11852,Example Material-11852,1020,776162,0,0,1000,129867
11852,Example Material-11852,1100,426196,0,0,1000,382381
11852,Example Material-11852,1415,255459,0,0,1000,254653
11852,Example Material-11852,1645,915494,0,0,1000,20233
11853,Example Material-11853,1020,525156,0,0,1000,275732
11853,Example Material-11853,1100,851429,0,0,1000,164028
11853,Example Material-11853,1415,284746,0,0,1000,11917
11853,Example Material-11853,1645,735704,0,0,1000,39033
11854,Example Material-11854,1020,766586,0,0,1000,384527
11854,Example Material-11854,1100,833450,0,0,1000,276293
11854,Example Material-11854,1415,25490,141970,2,1000,167460
11854,Example Material-11854,1645,114957,216205,30,1000,331162
11855,Example Material-11855,1020,433190,0,0,1000,350971
11855,Example Material-11855,1100,260240,0,0,1000,148231
11855,Example Material-11855,1415,499599,0,0,1000,130623
11855,Example Material-11855,1645,830225,0,0,1000,353522
11856,Example Material-11856,1020,12477,201152,2,1000,213629
11856,Example Material-11856,1100,307550,236,22,1000,307786
11856,Example Material-11856,1415,175107,160943,4,1000,336050
11856,Example Material-11856,1645,269572,0,0,1000,96054
11857,Example Material-11857,1020,967108,0,0,1000,61168
11857,Example Material-11857,1100,426074,0,0,1000,355556
11857,Example Material-11857,1415,60372,316743,29,1000,377115
11857,Example Material-11857,1645,874953,0,0,1000,52368
11858,Example Material-11858,1020,459125,0,0,1000,269007
11858,Example Material-11858,1100,433634,0,0,1000,224773
11858,Example Material-11858,1415,275506,0,0,1000,57462
11858,Example Material-11858,1645,692381,0,0,1000,61772
11859,Example Material-11859,1020,941528,0,0,1000,291963
11859,Example Material-11859,1100,119368,0,0,1000,29355
11859,Example Material-11859,1415,551822,0,0,1000,95921
11859,Example Material-11859,1645,771318,0,0,1000,318557
11860,Example Material-11860,1020,801460,0,0,1000,275890
11860,Example Material-11860,1100,854681,0,0,1000,189714
11860,Example Material-11860,1415,999509,0,0,1000,236004
11860,Example Material-11860,1645,441828,0,0,1000,11931
11861,Example Material-11861,1020,429062,0,0,1000,352619
11861,Example Material-11861,1100,638804,0,0,1000,150426
11861,Example Material-11861,1415,827148,0,0,1000,140360
11861,Example Material-11861,1645,168843,0,0,1000,110036
11862,Example Material-11862,1020,392176,0,0,1000,304158
11862,Example Material-11862,1100,450582,0,0,1000,9658
11862,Example Material-11862,1415,704686,0,0,1000,343490
11862,Example Material-11862,1645,528405,0,0,1000,16925
11863,Example Material-11863,1020,10183,47434,4,1000,57617
11863,Example Material-11863,1100,382178,0,0,1000,245596
11863,Example Material-11863,1415,690385,0,0,1000,214731
11863,Example Material-11863,1645,611203,0,0,1000,191627
11864,Example Material-11864,1020,108186,0,0,1000,54456
11864,Example Material-11864,1100,872332,0,0,1000,94265
11864,Example Material-11864,1415,965303,0,0,1000,99705
11864,Example Material-11864,1645,310503,56391,1,1000,366894
11865,Example Material-11865,1020,629296,0,0,1000,252511
11865,Example Material-11865,1100,734141,0,0,1000,203869
11865,Example Material-11865,1415,78766,49722,2,1000,128488
11865,Example Material-11865,1645,234057,88137,27,1000,322194
11866,Example Material-11866,1020,142979,159992,5,1000,302971
11866,Example Material-11866,1100,304370,0,0,1000,23537
11866,Example Material-11866,1415,908690,0,0,1000,185928
11866,Example Material-11866,1645,996990,0,0,1000,298970
11867,Example Material-11867,1020,733449,0,0,1000,144979
11867,Example Material-11867,1100,216031,0,0,1000,212624
11867,Example Material-11867,1415,685287,0,0,1000,318361
11867,Example Material-11867,1645,246380,0,0,1000,75933
11868,Example Material-11868,1020,382089,0,0,1000,293747
11868,Example Material-11868,1100,496247,0,0,1000,58878
11868,Example Material-11868,1415,833370,0,0,1000,336323
11868,Example Material-11868,1645,443288,0,0,1000,134531
11869,Example Material-11869,1020,771143,0,0,1000,275150
11869,Example Material-11869,1100,597763,0,0,1000,300273
11869,Example Material-11869,1415,744957,0,0,1000,140307
11869,Example Material-11869,1645,843646,0,0,1000,127567
11870,Example Material-11870,1020,392365,0,0,1000,147753
11870,Example Material-11870,1100,7161,77886,2,1000,85047
11870,Example Material-11870,1415,352340,0,0,1000,247022
11870,Example Material-11870,1645,76825,40433,7,1000,117258
11871,Example Material-11871,1020,453757,0,0,1000,81325
11871,Example Material-11871,1100,947770,0,0,1000,367269
11871,Example Material-11871,1415,361279,0,0,1000,55240
11871,Example Material-11871,1645,850872,0,0,1000,218908
11872,Example Material-11872,1020,304561,0,0,1000,243726
11872,Example Material-11872,1100,779287,0,0,1000,238270
11872,Example Material-11872,1415,719559,0,0,1000,77257
11872,Example Material-11872,1645,39299,133929,29,1000,173228
11873,Example Material-11873,1020,227330,146261,19,1000,373591
11873,Example Material-11873,1100,837821,0,0,1000,262780
11873,Example Material-11873,1415,989233,0,0,1000,248334
11873,Example Material-11873,1645,379455,0,0,1000,74307
11874,Example Material-11874,1020,38647,25164,5,1000,63811
11874,Example Material-11874,1100,414603,0,0,1000,54346
11874,Example Material-11874,1415,367085,0,0,1000,306259
11874,Example Material-11874,1645,854357,0,0,1000,233971
11875,Example Material-11875,1020,614107,0,0,1000,324840
11875,Example Material-11875,1100,610337,0,0,1000,47121
11875,Example Material-11875,1415,488183,0,0,1000,234087
11875,Example Material-11875,1645,838593,0,0,1000,386396
11876,Example Material-11876,1020,9549,141103,19,1000,150652
11876,Example Material-11876,1100,153494,109766,30,1000,263260
11876,Example Material-11876,1415,31061,155402,19,1000,186463
11876,Example Material-11876,1645,616656,0,0,1000,378581
11877,Example Material-11877,1020,281228,0,0,1000,149309
11877,Example Material-11877,1100,661131,0,0,1000,233508
11877,Example Material-11877,1415,600190,0,0,1000,319259
11877,Example Material-11877,1645,804126,0,0,1000,314290
11878,Example Material-11878,1020,336425,0,0,1000,170819
11878,Example Material-11878,1100,986043,0,0,1000,325811
11878,Example Material-11878,1415,400435,0,0,1000,131221
11878,Example Material-11878,1645,381313,0,0,1000,315110
11879,Example Material-11879,1020,325240,0,0,1000,50887
11879,Example Material-11879,1100,429088,0,0,1000,261701
11879,Example Material-11879,1415,415709,0,0,1000,196717
11879,Example Material-11879,1645,399032,0,0,1000,140180
11880,Example Material-11880,1020,787571,0,0,1000,140232
11880,Example Material-11880,1100,275588,3893,9,1000,279481
11880,Example Material-11880,1415,81373,120919,21,1000,202292
11880,Example Material-11880,1645,858269,0,0,1000,373705
11881,Example Material-11881,1020,699246,0,0,1000,185498
11881,Example Material-11881,1100,465816,0,0,1000,61015
11881,Example Material-11881,1415,73225,305634,27,1000,378859
11881,Example Material-11881,1645,549124,0,0,1000,19744
11882,Example Material-11882,1020,660776,0,0,1000,157759
11882,Example Material-11882,1100,734796,0,0,1000,300222
11882,Example Material-11882,1415,14435,358484,11,1000,372919
11882,Example Material-11882,1645,159821,213598,6,1000,373419
11883,Example Material-11883,1020,671143,0,0,1000,153212
11883,Example Material-11883,1100,598165,0,0,1000,315676
11883,Example Material-11883,1415,760213,0,0,1000,176212
11883,Example Material-11883,1645,646457,0,0,1000,11823
11884,Example Material-11884,1020,262246,0,0,1000,39000
11884,Example Material-11884,1100,903573,0,0,1000,69556
11884,Example Material-11884,1415,249060,0,0,1000,216045
11884,Example Material-11884,1645,301164,0,0,1000,60664
11885,Example Material-11885,1020,6915,323976,29,1000,330891
11885,Example Material-11885,1100,544257,0,0,1000,145881
11885,Example Material-11885,1415,307496,3344,16,1000,310840
11885,Example Material-11885,1645,852717,0,0,1000,48993
11886,Example Material-11886,1020,168034,54568,30,1000,222602
11886,Example Material-11886,1100,683736,0,0,1000,66214
11886,Example Material-11886,1415,435221,0,0,1000,243070
11886,Example Material-11886,1645,45118,172783,29,1000,217901
11887,Example Material-11887,1020,357948,0,0,1000,277248
11887,Example Material-11887,1100,625968,0,0,1000,358093
11887,Example Material-11887,1415,383907,0,0,1000,2308
11887,Example Material-11887,1645,137052,55756,27,1000,192808
11888,Example Material-11888,1020,114136,9796,24,1000,123932
11888,Example Material-11888,1100,650410,0,0,1000,75402
11888,Example Material-11888,1415,773073,0,0,1000,93955
11888,Example Material-11888,1645,754451,0,0,1000,220446
11889,Example Material-11889,1020,28982,311025,7,1000,340007
11889,Example Material-11889,1100,69312,42790,23,1000,112102
11889,Example Material-11889,1415,205520,91301,26,1000,296821
11889,Example Material-11889,1645,590739,0,0,1000,236983
11890,Example Material-11890,1020,115237,0,0,1000,47584
11890,Example Material-11890,1100,765498,0,0,1000,378375
11890,Example Material-11890,1415,522769,0,0,1000,37216
11890,Example Material-11890,1645,745340,0,0,1000,87407
11891,Example Material-11891,1020,427104,0,0,1000,218394
11891,Example Material-11891,1100,198603,65716,23,1000,264319
11891,Example Material-11891,1415,299136,0,0,1000,184189
11891,Example Material-11891,1645,763589,0,0,1000,276456
11892,Example Material-11892,1020,597658,0,0,1000,208789
